PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
17314;"Cine Estudio Círculo de Bellas Artes";"";"";"";"Metro: Banco de España (línea 2), Sevilla (línea 2).  Bus: 15, 150, 20, 5, 51, 53, 001, 146, 52, 9, 002, 1, 2, 3, 46, 74, 14, 27, 37, 45, C03, N16, N13, N14.  Bicimad: Estaciones 20a (calle Alcalá, 49), 28 (calle Alcalá, 27), 29 (calle del Marqués de Cubas, 25).   Aparcamiento: Sevilla (41), calle Sevilla y calle Alcalá.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7cfc3d232e91f010VgnVCM1000000b205a0aRCRD";"MARQUES DE CASA RIERA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28014";"3";"CORTES";"1";"CENTRO";"440935";"4474366";"40.41782839104989";"-3.696207041222261";"913 605 400";"";"info@circulobellasartes.com";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
17366;"Cine La Vaguada";"";"";"";"Metro: Barrio del Pilar (línea 9).  Bus: 128, 132, 137, 49, 83, N22.  Bicimad: Estación 572 (avenida Monforte de lemos, 123), 577 (calle Monforte de Lemos, 103), 571 (calle Melchor Fernández Almagro, 80).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8e8355004e91f010VgnVCM2000000c205a0aRCRD";"MONFORTE DE LEMOS";"AVENIDA";"V";"36";"";"";"";"";"MADRID";"MADRID";"28029";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"439967";"4481168";"40.47903297218874";"-3.7082641886598307";"669 608 010";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
129467;"Cine mk2 Palacio de Hielo";"";"";"";"Metro: Canillas (línea 4).  Bus: 120, 112, 122, 153.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=442d654d9d91f010VgnVCM2000000c205a0aRCRD";"SILVANO";"CALLE";"V";"77";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"446098";"4479327";"40.46287225446314";"-3.635776268846016";"914 061 785";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
12062501;"Cine mk2 Paz";"";"";"";"";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9887abfb9e779810VgnVCM2000001f4a900aRCRD";"FUENCARRAL";"CALLE";"V";"125";"";"";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440338";"4475818";"40.4308674226062";"-3.703382726546904";"914 464 566";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
17349;"Cine Palacio de la Prensa";"";"";"";"Metro: Callao (líneas 3 y 5).  Bus: 001, 1, 146, 2, 3, 46, 74, 148, 147, 75, N16, N18, N19, N20, N21.  Bicimad:Estaciones 22 (calle Jacometrezzo, 3), 2 (calle Miguel Moya, 1).  Aparcamiento: El Corte Inglés Callao (92), Plaza de Callao.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe3d3d232e91f010VgnVCM1000000b205a0aRCRD";"CALLAO";"PLAZA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28013";"6";"SOL";"1";"CENTRO";"440148";"4474597";"40.41985083351601";"-3.7055098379576314";"915 219 900";"";"info@super8.es";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
17358;"Cine Renoir Plaza de España";"";"";"";"Metro: Plaza España (líneas 2, 3 y 10).  Bus: 001, 1, 133, 138, 2, 44, 74, C2, C1, N21.   Bicimad: Estaciones 14 (calle Ventura Rodríguez, 2), 116 a y b (calle Princesa, 5).  Aparcamiento: Plaza de España (53), Plaza de España.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b1bd3d232e91f010VgnVCM1000000b205a0aRCRD";"MARTIN DE LOS HEROS";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"439481";"4475105";"40.42438586137852";"-3.7134129337181156";"913 342 177";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
58576;"Cine Renoir Retiro";"";"";"";"Metro: Ibiza (líneas 9).  Bus: 15, 215, 26, 61, 63, C1, C2, 2, 28, E2, E3, E4, E5, N6, N8.  Bicimad: Estaciones 61 (calle O'Donnell, 28), 181 (Ibiza, 18).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7dd3d232e91f010VgnVCM1000000b205a0aRCRD";"NARVAEZ";"CALLE";"V";"42";"";"";"";"";"MADRID";"MADRID";"28009";"4";"IBIZA";"3";"RETIRO";"442626";"4474603";"40.420084298955224";"-3.6763016832755295";"913 342 177";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
5787803;"Cine Sala Berlanga";"";"";"";"Metro: Moncloa (líneas 3 y 6), Islas Filipinas (línea 7).  Bus: 001, 1, 2, 16, 44, 61, 62, 82, 132, 138, C1, C2, N21.  Bicimad: Estación 199 (Fernando el Católico, 61), 245 (calle Galileo, 63), 111a (calle Arcipreste de Hita, 12), 111b (calle Arcipreste de Hita, 12).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=08025b888b3aa210VgnVCM1000000b205a0aRCRD";"ANDRES MELLADO";"CALLE";"V";"53";"";"";"";"";"MADRID";"MADRID";"28015";"1";"GAZTAMBIDE";"7";"CHAMBERI";"439407";"4476388";"40.43593121735638";"-3.714414978591487";"914 550 878";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
91099;"Cine Verdi";"";"";"";"Metro: Quevedo (línea 2), Canal (líneas 2 y 7).  Bus: 3, 12, 16, 37, 61, 149, N23.  Bicimad: Estaciones 201 (calle José Abascal, 2), 200 (glorieta Quevedo, 5), 126 (calle del General Álvarez de Castro, 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b63e3d232e91f010VgnVCM1000000b205a0aRCRD";"BRAVO MURILLO";"CALLE";"V";"28";"";"";"";"";"MADRID";"MADRID";"28015";"3";"TRAFALGAR";"7";"CHAMBERI";"440284";"4476459";"40.4366394181734";"-3.7040768464753553";"914 473 930";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
11030160;"Cine Yelmo Luxury Palafox";"";"";"";"Metro: Bilbao (líneas 1 y 4).  Bus: 147, 40, 37, 149, 3, 21, C03, N23.  Bicimad: Estaciones 124 (calle Manuel Silvela, 20), 4 (calle Manuela Malasaña, 5), 5 (calle Fuencarral, 108).  Aparcamiento: Fuencarral (27), calle Fuencarral, 111 (entre 111 y 121).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c1c6be0e48e6d610VgnVCM2000001f4a900aRCRD";"LUCHANA";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440548";"4475729";"40.430081135559696";"-3.7009022033424803";"902 220 922";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
17319;"Cines Callao";"";"";"";"Metro: Callao (líneas 3 y 5), Gran Vía (líneas 1 y 5), Santo Domingo (línea 2), Sol (líneas 1, 2 y 3).  Bus: 001, 1, 2, 3, 44, 46, 74, 75, 133, 146, 147, 148, SE712, N16, N18, N19, N20, N21.  Cercanías Renfe: Sol (líneas C3, C3a y C4).  Bicimad: Estaciones 22 (calle Jacometrezzo, 3), 2 (calle Miguel Moya, 1), 23 (plaza de Santo Domingo, 1).  Aparcamiento: El Corte Inglés Callao (92), Plaza de Callao.";"Descripción monumental:  conjunto monumental, y sencillo en sus líneas, diseñado por el arquitecto Luis Gutiérrez Soto (1926 - 1927) con elementos decorativos neobarrocos,  art déco  y de influencia vienesa. Destaca su decoración y el torreón en esquina que pretende ser un faro luminoso anunciador.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=142255004e91f010VgnVCM2000000c205a0aRCRD";"CALLAO";"PLAZA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28013";"6";"SOL";"1";"CENTRO";"440150";"4474615";"40.42001814188945";"-3.7054785807072705";"915 225 801";"";"info@cinescallao.es";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
11213887;"Cines Embajadores";"";"";"";"Metro: Delicias (línea 3), Embajadores (líneas 3 y 5), Palos de la Frontera (línea 3).  Bus: 6, 8, 19, 45, 47, 55, 59, 60, 78, 85, 86, 148, 247, E1, N14, N17.  Cercanías Renfe: Delicias (líneas C1 y C10), Embajadores (línea C5).  Bicimad: Estaciones 121 (paseo Santa María de la Cabeza, 58), 171 (calle Embajadores, 97).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=74fe743ce6a24710VgnVCM2000001f4a900aRCRD";"SANTA MARIA DE LA CABEZA";"GLORIETA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28045";"5";"DELICIAS";"2";"ARGANZUELA";"440722";"4472467";"40.40070476221974";"-3.6985414548506554";"914 858 798";"";"cinesembajadores@gmail.com";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
11014053;"Cines Golem";"";"";"";"Metro: Plaza España (líneas 2, 3 y 10).  Bus: 001, 1, 133, 138, 2, 44, 74, C2, C1, N21.  Bicimad: Estaciones 14 (calle Ventura Rodríguez, 2), 116a (calle Princesa, 5).  Aparcamiento: Plaza de España (53), Plaza de España.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=52fdf7bb9d91d610VgnVCM2000001f4a900aRCRD";"MARTIN DE LOS HEROS";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"439458";"4475141";"40.42470339769853";"-3.7136954365525874";"915 593 836";"";"golem.madrid@golem.es";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
17355;"Cines Renoir Princesa";"";"";"";"Metro: Plaza de España (líneas 2, 3 y 10), Ventura Rodríguez (línea 3).  Bus: 001, 1, 133, 138, 2, 44, 74, C2, C1, 39, N21.  Bicimad: Estaciones 14 (calle Ventura Rodríguez, 2), 116 a y b (calle Princesa, 5).  Aparcamiento: Plaza de España (53), Plaza de España.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa8d3d232e91f010VgnVCM1000000b205a0aRCRD";"PRINCESA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"439529";"4475145";"40.42474343764168";"-3.7128566472819906";"913 342 177";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
6963310;"Cineteca Madrid";"";"Horario de taquilla (situada frente a Cantina de Cineteca) en acceso Plaza de Legazpi: de martes a domingo, de 16:30 a 20:30 horas o hasta inicio de actividad.";"";"Metro: Legazpi (líneas 3 y 6).  Bus: 123, 22, 79, 148, 18, 6, 78, 45, 8, 19, 247, 47, 59, 62, 76, 85, 86, 156, 180.  Bicimad: Estación 177 (calle Bolívar, 3).";"Venta anticipada en la página web.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"LEGAZPI";"PLAZA";"V";"8";"";"";"";"";"MADRID";"MADRID";"28045";"3";"CHOPERA";"2";"ARGANZUELA";"440946";"4471422";"40.39130985242181";"-3.6958028442054074";"913 184 674 (oficinas) / 913 184 685 (taquilla)";"";"cineteca@cinetecamadrid.com";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
2044;"Filmoteca Española. Cine Doré";"Desde el 28 de febrero de 1989 el cine Doré es la sala de proyecciones de Filmoteca Española, y se utiliza tanto para su programación como para la realización de todo tipo de actividades de divulgación que permitan difundir el patrimonio cinematográfico español y sobre el cine en general: presentación de libros, seminarios, mesas redondas, coloquios, conferencias, etcétera.";"Las taquillas abren a las 16:30 en horario de invierno y a las 17:30 en horario de verano (Del 16 de junio a 15 de septiembre).";"Venta de entradas forma online con 72 horas de antelación.";"Metro: Antón Martín (línea 1).  Bus: 26, 32, 6, 002, M1.  Bicimad: Estaciones 41 (calle Atocha 54), 42 (calle Atocha, 95).  Aparcamiento: Plaza de Santa Ana (77).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1c1f3d232e91f010VgnVCM1000000b205a0aRCRD";"SANTA ISABEL";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440675";"4473701";"40.411807323876616";"-3.69922751452095";"913 693 225";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
55827;"Odeón Multicines Alcalá Norte";"";"";"";"Metro: Ciudad Lineal (línea 5).  Bus: 104, 109, 113, 4, 77, 105, 38, 48, 70, N5.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f14c3d232e91f010VgnVCM1000000b205a0aRCRD";"ALCALA";"CALLE";"V";"414";"";"";"";"";"MADRID";"MADRID";"28014";"6";"SOL";"1";"CENTRO";"440422";"4474302";"40.417217086707446";"-3.7022467840241053";"";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
43002;"Pequeño Cine Estudio";"";"";"";"Metro: Quevedo (línea 2).  Bus: 149, 3, 37, 16, 61, N23.  Bicimad: Estación 200 (glorieta Quevedo, 5), 3 (plaza del Conde del Valle de Súchil, 3), 127 (calle Fernardo el Católico, 19).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f77d3d232e91f010VgnVCM1000000b205a0aRCRD";"MAGALLANES";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28015";"2";"ARAPILES";"7";"CHAMBERI";"440170";"4475996";"40.43245465882511";"-3.7053743931338916";"914 472 920 / 660 984 599";"";"pcineestudio@hotmail.com";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
11012941;"Yelmo Cines Ideal";"";"";"";"Metro: Tirso de Molina (líneas 1), Sol (líneas 1, 2 y 3), Antón Martín (línea 1).   Autobús: 002, M1, SE712, 26, 32, 6, 65, 50, N26.   Cercanías Renfe: Sol (líneas C3, C3a, C4, C4a).  Bicimad: Estaciones 34 (plaza de Jacinto Benavente), 32 (plaza de la Provincia, 1), 33 (calle de Carretas, 8), 52 (plaza de Santa Ana, 10).  Aparcamiento: Jacinto Benavente (15), Plaza Jacinto Benavente.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=363bbedef850d610VgnVCM2000001f4a900aRCRD";"DOCTOR CORTEZO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440287";"4473925";"40.41381195334125";"-3.703799959506574";"";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
5548871;"Yelmo Cines Islazul";"";"";"";"Bus: 118, N16.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bc4a4cc80056210VgnVCM2000000c205a0aRCRD";"CALDERILLA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28054";"6";"BUENAVISTA";"11";"CARABANCHEL";"437347";"4468555";"40.36521668890186";"-3.737923481612698";"";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 
11012970;"Yelmo Cines Plenilunio";"";"";"";"";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f5cbedef850d610VgnVCM2000001f4a900aRCRD";"ARACNE";"CALLE";"V";"";"";"";"";"sin número";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"450202";"4477720";"40.44865124253895";"-3.5872459083036285";"";"";"";"/contenido/entidadesYorganismos/CinesFilmotecas"; 

